Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type
FBgn0038236	Cyp313a1	3R	14521049	14523064	1	protein_coding
FBgn0037516	CG11286	3R	7770860	7771756	-1	protein_coding
FBgn0265155	asRNA:CR44224	2L	10506301	10507015	1	ncRNA
FBgn0031365	CG17650	2L	1758286	1759093	-1	protein_coding
FBgn0036170	CG11714	3L	11518798	11522713	-1	protein_coding
FBgn0038395	CG10407	3R	16044747	16046130	-1	protein_coding
FBgn0029002	miple2	3L	271200	275018	1	protein_coding
FBgn0261648	salm	2L	11434311	11445614	-1	protein_coding
FBgn0035574	RhoGEF64C	3L	4692783	4796253	1	protein_coding
FBgn0031592	Art2	2L	4277696	4281324	-1	protein_coding
FBgn0041195	Pkd2	2L	12398274	12402023	1	protein_coding
FBgn0264912	lncRNA:CR44103	3R	5368481	5368806	1	ncRNA
FBgn0262429	mir-13a	3R	15417542	15417616	-1	pre_miRNA
FBgn0037101	CG7634	3L	21565426	21567785	1	protein_coding
FBgn0030745	CG4239	X	16385278	16388702	1	protein_coding
FBgn0265529	lncRNA:CR44379	2R	16812245	16812791	1	ncRNA
FBgn0030815	CG8945	X	17080423	17087675	-1	protein_coding
FBgn0263133	mEFG1	2L	7220369	7223081	-1	protein_coding
FBgn0033740	dgt5	2R	12465678	12471775	-1	protein_coding
FBgn0011016	SsRbeta	3L	16129617	16130983	1	protein_coding
FBgn0285912	mah	3R	24947632	24949539	1	protein_coding
FBgn0266850	lncRNA:CR45311	2R	18227495	18231228	-1	ncRNA
FBgn0032940	Mondo	2L	21286078	21310050	-1	protein_coding
FBgn0005696	DNApol-alpha73	3R	27239163	27241228	1	protein_coding
FBgn0060292	snoRNA:U49:66Da	3L	8601473	8601552	1	snoRNA
FBgn0051286	CG31286	3R	6641232	6643346	1	protein_coding
FBgn0265909	lncRNA:CR44698	2L	4348318	4348678	1	ncRNA
FBgn0264434	lncRNA:CR43852	2L	2646030	2646281	1	ncRNA
FBgn0033515	Ir47a	2R	10377128	10380109	-1	protein_coding
FBgn0039777	Jon99Fii	3R	30487016	30487928	-1	protein_coding
FBgn0031604	Elp3	2L	4444732	4446765	1	protein_coding
FBgn0263977	Tim17b	3R	3734855	3745306	1	protein_coding
FBgn0039909	ND-49	4	568296	571554	-1	protein_coding
FBgn0034543	galla-1	2R	20670636	20673495	1	protein_coding
FBgn0038194	Cyp6d5	3R	14029228	14031483	1	protein_coding
FBgn0266776	lncRNA:CR45241	3L	16670355	16670741	-1	ncRNA
FBgn0052269	CG32269	3L	3206949	3208985	-1	protein_coding
FBgn0032192	CG5731	2L	10207085	10209744	-1	protein_coding
FBgn0031692	TpnC25D	2L	5216701	5219053	1	protein_coding
FBgn0052803	CG32803	X	1900699	1901911	-1	protein_coding
FBgn0261986	RASSF8	3R	25661795	25665640	1	protein_coding
FBgn0053510	CG33510	2L	21082643	21084326	-1	protein_coding
FBgn0040905	CG15578	X	4277547	4277961	-1	protein_coding
FBgn0267298	lncRNA:CR45734	3L	20920802	20921073	1	ncRNA
FBgn0025633	CG13366	X	585081	620195	-1	protein_coding
FBgn0011706	rpr	3L	18397535	18398435	-1	protein_coding
FBgn0053680	CG33680	2R	25249007	25250316	-1	protein_coding
FBgn0263519	mir-4964	X	8965801	8965912	1	pre_miRNA
FBgn0030466	CG15744	X	13288051	13294433	1	protein_coding
FBgn0029762	NAAT1	X	5405238	5410849	-1	protein_coding
FBgn0052983	CG32983	2L	8865850	8866670	1	protein_coding
FBgn0037675	HP1e	3R	9321770	9322361	1	protein_coding
FBgn0035526	CG1316	3L	4283851	4286865	1	protein_coding
FBgn0021776	mira	3R	19931799	19935120	-1	protein_coding
FBgn0266916	Cenp-C	3R	8564105	8569248	1	protein_coding
FBgn0086694	Bre1	3L	5789831	5794192	-1	protein_coding
FBgn0058263	MFS17	2R	2494742	2565385	-1	protein_coding
FBgn0050187	CG30187	2R	22916843	22918790	-1	protein_coding
FBgn0259245	DIP-beta	X	21422115	21457738	-1	protein_coding
FBgn0032181	CG13133	2L	10091208	10092389	-1	protein_coding
FBgn0022699	D19B	3L	6182176	6184920	-1	protein_coding
FBgn0028886	CG15279	2L	14844993	14851749	-1	protein_coding
FBgn0034622	CG15666	2R	21341972	21345608	1	protein_coding
FBgn0045483	Gr59a	2R	23080561	23081725	1	protein_coding
FBgn0033792	CG13325	2R	13110769	13126014	1	protein_coding
FBgn0052311	zormin	3L	2117466	2151700	-1	protein_coding
FBgn0033661	CG13185	2R	11867876	11885585	-1	protein_coding
FBgn0034470	Obp56d	2R	19702924	19703915	-1	protein_coding
FBgn0039938	Sox102F	4	800436	834393	-1	protein_coding
FBgn0031538	CG3246	2L	3460322	3461952	-1	protein_coding
FBgn0035648	CG13288	3L	5907381	5917540	1	protein_coding
FBgn0265186	CG44251	2R	12948348	12952293	-1	protein_coding
FBgn0267319	lncRNA:CR45755	3L	16177345	16177635	-1	ncRNA
FBgn0051288	CG31288	3R	25297960	25299557	-1	protein_coding
FBgn0034902	CG5532	2R	23752754	23753515	1	protein_coding
FBgn0003870	ttk	3R	31713867	31735392	1	protein_coding
FBgn0261671	tweek	2L	16888490	16917052	1	protein_coding
FBgn0264501	lncRNA:CR43900	2R	12259409	12260813	1	ncRNA
FBgn0275432	asRNA:CR46264	2L	11070785	11071466	-1	ncRNA
FBgn0001169	H	3R	20621938	20628915	1	protein_coding
FBgn0038205	Kif19A	3R	14112451	14118450	-1	protein_coding
FBgn0052358	tRNA:Leu-CAG-1-2	3L	8060214	8060296	-1	tRNA
FBgn0020416	Idgf1	2L	16445278	16446793	1	protein_coding
FBgn0265306	lncRNA:CR44279	2R	8542796	8543542	-1	ncRNA
FBgn0259244	CG42342	3R	16502770	16571363	1	protein_coding
FBgn0262378	mir-317	3R	10091126	10091217	1	pre_miRNA
FBgn0260431	CG42526	3L	9433686	9435399	-1	protein_coding
FBgn0031700	CG14022	2L	5327975	5328879	-1	protein_coding
FBgn0030257	SmydA-4	X	11044756	11049540	1	protein_coding
FBgn0014395	tilB	X	22449737	22451463	1	protein_coding
FBgn0013771	Cyp6a9	2R	14879356	14881372	-1	protein_coding
FBgn0263863	mRpL45	3R	22618492	22619826	1	protein_coding
FBgn0264741	CG43999	3R	23927728	23929000	-1	protein_coding
FBgn0037469	Dpck	3R	7082182	7083251	1	protein_coding
FBgn0029857	wuho	X	6288100	6289562	1	protein_coding
FBgn0034452	Oseg6	2R	19487046	19491846	-1	protein_coding
FBgn0053772	CG33772	3L	22651855	22652525	-1	protein_coding
FBgn0039403	Sld5	3R	26055657	26056547	-1	protein_coding
FBgn0085451	htk	X	18843663	18855858	1	protein_coding
FBgn0267494	Mst77Y-8Psi	Y	3331980	3332699	1	pseudogene
FBgn0035768	CG14834	3L	7345698	7347123	-1	protein_coding
FBgn0083978	CG17672	3L	13028962	13036504	1	protein_coding
FBgn0036124	CG7839	3L	11074769	11078736	1	protein_coding
FBgn0265739	lncRNA:CR44546	3L	10794964	10795175	1	ncRNA
FBgn0263992	asRNA:CR43735	2R	22707777	22708542	-1	ncRNA
FBgn0037884	Arfip	3R	11232429	11235013	-1	protein_coding
FBgn0035816	CG13685	3L	7747344	7750552	1	protein_coding
FBgn0053899	His4:CG33899	2L	21458853	21459265	-1	protein_coding
FBgn0028688	Rpn7	3R	22460662	22462054	-1	protein_coding
FBgn0053337	CG33337	3R	23590141	23592769	-1	protein_coding
FBgn0003720	tll	3R	30852315	30854400	1	protein_coding
FBgn0037846	CG6574	3R	10860531	10862988	-1	protein_coding
FBgn0263655	CG43646	2R	7018760	7019390	1	protein_coding
FBgn0267607	lncRNA:CR45945	3L	21119413	21119801	1	ncRNA
FBgn0032116	Mco1	2L	9416588	9426342	1	protein_coding
FBgn0038465	Irc	3R	17002875	17007208	1	protein_coding
FBgn0010407	Ror	2L	10251843	10254686	1	protein_coding
FBgn0031356	CG17660	2L	1707132	1710421	-1	protein_coding
FBgn0267635	lncRNA:CR45973	3L	20404270	20407558	1	ncRNA
FBgn0034153	Acp53C14b	2R	16748815	16749460	-1	protein_coding
FBgn0085254	CG34225	2R	11245406	11245995	1	protein_coding
FBgn0036939	CG7365	3L	20124298	20127381	-1	protein_coding
FBgn0267734	asRNA:CR46065	4	228576	229112	-1	ncRNA
FBgn0266175	pre-mod(mdg4)-P	3R	21355692	21359768	-1	protein_coding
FBgn0030056	CG11284	X	8681252	8688760	1	protein_coding
FBgn0265961	lncRNA:CR44748	2R	21663160	21663925	1	ncRNA
FBgn0001981	esg	2L	15333866	15336138	1	protein_coding
FBgn0033261	udd	2R	8106385	8113949	1	protein_coding
FBgn0265985	lncRNA:CR44764	2R	22690495	22691895	1	ncRNA
FBgn0034249	RhoGAP54D	2R	17586425	17590884	-1	protein_coding
FBgn0264870	lncRNA:CR44061	2L	912981	913305	-1	ncRNA
FBgn0038206	twf	3R	14122654	14124474	1	protein_coding
FBgn0003748	Treh	2R	21074018	21088945	1	protein_coding
FBgn0263544	mir-4949	3R	31219274	31219372	-1	pre_miRNA
FBgn0039789	CG9717	3R	30584020	30587302	-1	protein_coding
FBgn0264561	Glg1	3L	21497549	21507538	-1	protein_coding
FBgn0035987	CG3689	3L	9411038	9413835	1	protein_coding
FBgn0023129	aay	3L	9423253	9424781	1	protein_coding
FBgn0002865	Mst98Ca	3R	28291338	28292656	1	protein_coding
FBgn0033590	CG13217	2R	11236203	11236686	-1	protein_coding
FBgn0035484	CG11594	3L	4022700	4026011	-1	protein_coding
FBgn0032447	PICK1	2L	12695033	12698917	1	protein_coding
FBgn0053841	His2A:CG33841	2L	21498468	21498960	1	protein_coding
FBgn0010812	unc-45	3R	8033301	8037403	1	protein_coding
FBgn0035464	PIG-B	3L	3811263	3813958	1	protein_coding
FBgn0030451	CG15717	X	13128952	13134565	1	protein_coding
FBgn0032083	CG9541	2L	8970520	8975428	-1	protein_coding
FBgn0034156	CG5348	2R	16766804	16769238	1	protein_coding
FBgn0013688	mt:srRNA	mitochondrion_genome	14131	14916	-1	rRNA
FBgn0263520	mir-4945	3R	11442192	11442306	-1	pre_miRNA
FBgn0038787	CG4360	3R	20324274	20328003	-1	protein_coding
FBgn0028700	RfC38	2L	11128932	11130645	-1	protein_coding
FBgn0025700	CG5885	2L	9917221	9918330	-1	protein_coding
FBgn0266960	lncRNA:CR45411	3L	714216	714530	-1	ncRNA
FBgn0053100	eIF4EHP	3R	24063077	24108960	-1	protein_coding
FBgn0085229	CG34200	2R	5757662	5758067	1	protein_coding
FBgn0031881	MME1	2L	7027526	7028959	1	protein_coding
FBgn0019624	COX5A	3R	11819359	11820299	1	protein_coding
FBgn0053993	CG33993	3L	5933036	5950658	-1	protein_coding
FBgn0035943	CG5653	3L	8964912	8966374	-1	protein_coding
FBgn0011670	Mst57Dc	3R	25829321	25829698	-1	protein_coding
FBgn0262631	lncRNA:CR43148	2L	21624679	21626190	1	ncRNA
FBgn0027498	CG2061	X	11092492	11094947	1	protein_coding
FBgn0265201	CG44261	3R	9407694	9408169	-1	protein_coding
FBgn0264081	CG43750	2L	2389578	2390689	-1	protein_coding
FBgn0265999	lncRNA:CR44773	2L	6079764	6080128	1	ncRNA
FBgn0037581	CG7352	3R	8347579	8349296	1	protein_coding
FBgn0264714	CG43982	2R	21763995	21764695	1	protein_coding
FBgn0283545	vilya	X	2726678	2727568	1	protein_coding
FBgn0023175	Prosalpha7	2R	9846636	9847836	-1	protein_coding
FBgn0038983	CG5326	3R	22532174	22539919	-1	protein_coding
FBgn0035675	CG6610	3L	6075536	6076258	1	protein_coding
FBgn0034844	CG9861	2R	23323659	23326745	1	protein_coding
FBgn0030339	Cyp28c1	X	11839608	11841503	1	protein_coding
FBgn0083977	CG34141	2R	9260278	9263971	-1	protein_coding
FBgn0259701	CG42355	3L	2037371	2038224	-1	protein_coding
FBgn0032252	loh	2L	10442534	10450080	1	protein_coding
FBgn0266582	ND-30	3L	3158485	3159578	-1	protein_coding
FBgn0037176	CG14456	3L	22687222	22688288	1	protein_coding
FBgn0030370	Uch-L5R	X	12055338	12056635	-1	protein_coding
FBgn0039857	RpL6	3R	31594792	31596204	-1	protein_coding
FBgn0263118	tx	3R	26440778	26448991	1	protein_coding
FBgn0265820	lncRNA:CR44609	2L	4619587	4620918	1	ncRNA
FBgn0051874	Fum4	2L	10189820	10191496	-1	protein_coding
FBgn0030851	CG8326	X	17628164	17629492	-1	protein_coding
FBgn0053200	VepD	2R	22408525	22409342	1	protein_coding
FBgn0037900	CG5276	3R	11431738	11433543	1	protein_coding
FBgn0038901	Burs	3R	21769518	21770279	1	protein_coding
FBgn0015279	Pi3K92E	3R	20628972	20634732	-1	protein_coding
FBgn0267983	lncRNA:CR46250	3L	27364828	27365990	-1	ncRNA
FBgn0031517	CG15406	2L	3309222	3311682	1	protein_coding
FBgn0266872	lncRNA:CR45333	2L	17902778	17903073	-1	ncRNA
FBgn0035262	CG18171	3L	1720616	1723153	-1	protein_coding
FBgn0040941	CG15308	X	10217913	10219139	-1	protein_coding
FBgn0039307	CR13656	3R	25268661	25269965	1	pseudogene
FBgn0037418	Osi11	3R	6267591	6268757	-1	protein_coding
FBgn0044030	mRpS14	X	19479382	19480238	-1	protein_coding
FBgn0261587	CG42697	2R	18611645	18612730	-1	protein_coding
FBgn0034667	comr	2R	21864870	21866859	-1	protein_coding
FBgn0262818	CG43189	2R	11086245	11086845	-1	protein_coding
FBgn0004516	Gad1	3L	4074077	4088744	-1	protein_coding
FBgn0267599	lncRNA:CR45937	3L	18234246	18234760	-1	ncRNA
FBgn0031216	Zir	2L	94739	102086	1	protein_coding
FBgn0033845	mars	2R	13500621	13506011	1	protein_coding
FBgn0266964	lncRNA:CR45415	3L	6935608	6935903	-1	ncRNA
FBgn0035802	Pura	3L	7593091	7639573	1	protein_coding
FBgn0033428	Updo	2R	9584643	9586126	1	protein_coding
FBgn0035158	CG13895	3L	705948	708205	-1	protein_coding
FBgn0267715	asRNA:CR46048	3L	19294727	19295198	-1	ncRNA
FBgn0012026	tRNA:Tyr-GTA-1-6	3R	8668116	8668208	-1	tRNA
FBgn0260933	rempA	2L	553742	560310	-1	protein_coding
FBgn0264691	Lst8	X	9604154	9605969	-1	protein_coding
FBgn0028532	CG7968	2L	13849400	13850329	1	protein_coding
FBgn0015622	Cnx99A	3R	29315254	29319644	-1	protein_coding
FBgn0265762	CG44569	2R	19842495	19843668	-1	protein_coding
FBgn0012027	tRNA:Tyr-GTA-1-5	3R	8642701	8642793	-1	tRNA
FBgn0039920	CG11360	4	671142	690650	1	protein_coding
FBgn0035205	Ctr9	3L	1307224	1311805	1	protein_coding
FBgn0265590	lncRNA:CR44417	2R	17869027	17869857	1	ncRNA
FBgn0038571	CG7215	3R	18165442	18167273	-1	protein_coding
FBgn0050342	Prp38	2R	9143956	9145151	1	protein_coding
FBgn0037908	dpr5	3R	11499984	11505951	1	protein_coding
FBgn0039788	Rpt6R	3R	30582198	30583697	-1	protein_coding
FBgn0267185	lncRNA:CR45625	X	12912560	12913009	1	ncRNA
FBgn0051694	CG31694	2L	2868627	2874489	-1	protein_coding
FBgn0033205	CG2064	2R	7665828	7667343	1	protein_coding
FBgn0038197	foxo	3R	14056945	14087978	1	protein_coding
FBgn0038774	CG5023	3R	20169435	20174872	1	protein_coding
FBgn0024734	PRL-1	2L	16245835	16257606	-1	protein_coding
FBgn0262616	CR43142	2L	6972243	6972796	1	pseudogene
FBgn0029975	spidey	X	7908931	7911885	1	protein_coding
FBgn0264542	hwt	X	12516634	12568452	-1	protein_coding
FBgn0042131	CG18808	3L	4806053	4807406	-1	protein_coding
FBgn0031414	eys	2L	2311680	2358944	1	protein_coding
FBgn0003093	Pkc98E	3R	29039156	29049148	1	protein_coding
FBgn0034814	CG9890	2R	23062747	23064260	-1	protein_coding
FBgn0266806	asRNA:CR45268	2R	22655635	22656496	1	ncRNA
FBgn0004391	shtd	X	15455544	15462441	-1	protein_coding
FBgn0036158	CG6149	3L	11434695	11435476	-1	protein_coding
FBgn0264263	lncRNA:CR43763	2L	15846954	15847381	1	ncRNA
FBgn0039740	ZIPIC	3R	30035240	30036870	-1	protein_coding
FBgn0037648	CG11975	3R	8993253	8995212	1	protein_coding
FBgn0265671	lncRNA:CR44478	2L	18145098	18145499	1	ncRNA
FBgn0050100	CG30100	2R	16291453	16292269	1	protein_coding
FBgn0034708	Vps35	2R	22185972	22189886	1	protein_coding
FBgn0260455	CG10332	2R	23600914	23601773	-1	protein_coding
FBgn0004795	retn	2R	23632610	23654820	1	protein_coding
FBgn0004396	CrebA	3L	15535395	15553214	1	protein_coding
FBgn0263107	bft	2L	11953410	11953503	-1	pre_miRNA
FBgn0051973	Cda5	2L	25402	65404	-1	protein_coding
FBgn0262410	mir-6-2	2R	19660869	19660942	-1	pre_miRNA
FBgn0031001	CG7884	X	19220622	19235910	1	protein_coding
FBgn0267187	lncRNA:CR45627	X	18494719	18494926	1	ncRNA
FBgn0082949	snoRNA:Me18S-U1356a	3L	20454007	20454085	1	snoRNA
FBgn0016919	nompB	2L	21578292	21589423	-1	protein_coding
FBgn0265295	asRNA:CR42871	3L	14034531	14036836	-1	ncRNA
FBgn0051345	CG31345	3R	12811145	12817029	-1	protein_coding
FBgn0023178	Pdf	3R	26455462	26456141	-1	protein_coding
FBgn0038396	CG5013	3R	16049670	16050693	1	protein_coding
FBgn0010039	GstD3	3R	12373068	12373813	1	protein_coding
FBgn0015903	apt	2R	23564891	23599526	1	protein_coding
FBgn0036654	CG9692	3L	16704973	16706428	1	protein_coding
FBgn0035272	mRpL46	3L	1777439	1778347	1	protein_coding
FBgn0030583	CG14410	X	14836725	14837330	1	protein_coding
FBgn0042213	CG18731	3R	29725027	29725690	1	protein_coding
FBgn0046887	Gr98b	3R	27542497	27543888	1	protein_coding
FBgn0025827	CG6421	2R	16872250	16872906	1	protein_coding
FBgn0028496	CG30116	2R	18456602	18498026	-1	protein_coding
FBgn0267003	lncRNA:CR45447	2L	13096994	13097298	1	ncRNA
FBgn0261274	Ero1L	3L	4170404	4173789	1	protein_coding
FBgn0061198	HSPC300	2R	24027717	24028789	-1	protein_coding
FBgn0082943	snoRNA:Me28S-A982a	2R	9096237	9096313	1	snoRNA
FBgn0267530	asRNA:CR45870	3L	8184252	8185221	1	ncRNA
FBgn0037727	CG8358	3R	9675523	9677778	1	protein_coding
FBgn0023534	CG17778	X	494614	496369	1	protein_coding
FBgn0262057	Spn77Ba	3L	20317190	20320116	1	protein_coding
FBgn0264307	orb2	3L	8937100	8954463	-1	protein_coding
FBgn0039908	Asator	4	469409	488994	-1	protein_coding
FBgn0039077	CG17380	3R	23402608	23403728	-1	protein_coding
FBgn0035401	Alg2	3L	3143808	3145284	1	protein_coding
FBgn0037134	CG7407	3L	21823461	21824571	1	protein_coding
FBgn0267042	CG45486	X	19909318	19910117	-1	protein_coding
FBgn0051992	gw	4	649041	663103	-1	protein_coding
FBgn0036668	Zcchc7	3L	16845386	16852350	1	protein_coding
FBgn0032256	RluA-2	2L	10477073	10482975	1	protein_coding
FBgn0023510	Rbcn-3B	X	1908920	1916825	1	protein_coding
FBgn0011906	tRNA:Leu-CAG-1-1	2R	8683215	8683297	1	tRNA
FBgn0038339	CG6118	3R	15421108	15434738	-1	protein_coding
FBgn0036584	CG13054	3L	16255852	16257191	-1	protein_coding
FBgn0034059	CG8320	2R	15992408	15993707	1	protein_coding
FBgn0085343	Sws1	2L	2573436	2575052	-1	protein_coding
FBgn0038682	CG5835	3R	19148632	19153686	-1	protein_coding
FBgn0086451	l(2)k09022	2L	6854142	6860849	1	protein_coding
FBgn0034863	SkpF	2R	23458065	23458759	-1	protein_coding
FBgn0062517	CG16984	3L	2595781	2596998	1	protein_coding
FBgn0263031	CG43326	2R	22655549	22656998	-1	protein_coding
FBgn0031302	CG14340	2L	1112941	1114138	1	protein_coding
FBgn0044809	TotZ	3R	20877736	20878363	1	protein_coding
FBgn0262822	lncRNA:CR43193	X	20864813	20865731	1	ncRNA
FBgn0263982	CG43731	2L	19102044	19102909	1	protein_coding
FBgn0030499	CG11178	X	13605681	13609529	1	protein_coding
FBgn0262402	mir-311	2R	20583877	20583960	-1	pre_miRNA
FBgn0262331	mir-999	3R	21798227	21798331	-1	pre_miRNA
FBgn0263029	CG43324	2R	17563606	17564351	1	protein_coding
FBgn0265723	lncRNA:CR44530	3L	2975518	2976203	-1	ncRNA
FBgn0267565	lncRNA:CR45905	3R	6836666	6837608	1	ncRNA
FBgn0266156	lncRNA:CR44862	2L	15441601	15442314	1	ncRNA
FBgn0037955	CG6950	3R	11820381	11822493	-1	protein_coding
FBgn0035872	CG7185	3L	8310493	8315502	-1	protein_coding
FBgn0038038	CG5167	3R	12406532	12408107	1	protein_coding
FBgn0266910	lncRNA:CR45370	2L	7604243	7604563	1	ncRNA
FBgn0039359	RpL27	3R	25683623	25685051	-1	protein_coding
FBgn0011656	Mef2	2R	9913496	9958858	-1	protein_coding
FBgn0033033	scaf	2R	5676750	5691723	-1	protein_coding
FBgn0036872	CG12519	3L	19472491	19473145	1	protein_coding
FBgn0052832	CG32832	2L	16878326	16879290	-1	protein_coding
FBgn0013973	Gycbeta100B	3R	31134392	31178278	1	protein_coding
FBgn0010198	RpS15Aa	X	13335637	13337705	-1	protein_coding
FBgn0051954	CG31954	2L	3509058	3510102	-1	protein_coding
FBgn0034578	CG15653	2R	21059780	21060547	-1	protein_coding
FBgn0266566	CG45105	3R	15910372	15918007	-1	protein_coding
FBgn0085239	CG34210	2R	23351518	23352144	1	protein_coding
FBgn0085201	CG34172	2L	2192525	2197912	-1	protein_coding
FBgn0267238	lncRNA:CR45678	3L	19933720	19934201	1	ncRNA
FBgn0265043	asRNA:CR44160	3R	17391502	17392173	-1	ncRNA
FBgn0011692	pav	3L	4242734	4246233	1	protein_coding
FBgn0013692	mt:tRNA:Glu-TTC	mitochondrion_genome	6259	6325	1	tRNA
FBgn0052835	lncRNA:CR32835	2R	22951148	22953800	-1	ncRNA
FBgn0053284	CG33284	3L	21123753	21124884	1	protein_coding
FBgn0029003	mab-21	X	6008183	6013181	-1	protein_coding
FBgn0266073	lncRNA:CR44826	2R	24138629	24139127	1	ncRNA
FBgn0034918	Pym	2R	23855954	23856936	-1	protein_coding
FBgn0035268	CG8001	3L	1756159	1759208	1	protein_coding
FBgn0033226	CG1882	2R	7812504	7815486	1	protein_coding
FBgn0034768	Obp58b	2R	22704704	22705639	1	protein_coding
FBgn0067782	att-ORFB	3R	20552635	20554400	-1	protein_coding
FBgn0015509	Cul1	2R	7916856	7921579	1	protein_coding
FBgn0261279	lqfR	3R	22411301	22419051	1	protein_coding
FBgn0031092	CG9577	X	20166673	20168080	1	protein_coding
FBgn0037141	DNApol-eta	3L	21938634	21941812	-1	protein_coding
FBgn0037856	Leash	3R	10885540	10896418	1	protein_coding
FBgn0260934	par-1	2R	19456170	19485686	1	protein_coding
FBgn0028406	Drep4	2L	13283912	13286462	-1	protein_coding
FBgn0039249	CG11168	3R	24918106	24922385	1	protein_coding
FBgn0002926	ndl	3L	6593938	6603366	-1	protein_coding
FBgn0266756	btsz	3R	14804092	14875488	-1	protein_coding
FBgn0036271	Pbgs	3L	12269452	12271345	-1	protein_coding
FBgn0031848	Nse1	2L	6676649	6677625	-1	protein_coding
FBgn0053824	His3:CG33824	2L	21469550	21470078	1	protein_coding
FBgn0264553	lncRNA:CR43932	3L	3814698	3815240	-1	ncRNA
FBgn0035699	CG13300	3L	6329324	6352390	-1	protein_coding
FBgn0026761	Trap1	2R	6633647	6636262	-1	protein_coding
FBgn0036791	CG7271	3L	18588759	18590165	1	protein_coding
FBgn0267265	asRNA:CR45701	2L	19964045	19964347	-1	ncRNA
FBgn0265649	lncRNA:CR44456	2R	23128077	23128477	1	ncRNA
FBgn0003378	Sgs8	3L	11508967	11509394	-1	protein_coding
FBgn0040354	CG14418	X	2882226	2883661	-1	protein_coding
FBgn0038977	CG5376	3R	22488033	22488955	-1	protein_coding
FBgn0026427	Su(var)2-HP2	2R	14607154	14618118	-1	protein_coding
FBgn0030234	CG15211	X	10772541	10778981	1	protein_coding
FBgn0265154	Ir60f	2R	24521369	24521829	1	pseudogene
FBgn0038148	CG14377	3R	13397835	13398583	1	protein_coding
FBgn0284248	Cyt-c-p	2L	16719932	16722644	1	protein_coding
FBgn0033274	CG14757	2R	8172364	8173613	-1	protein_coding
FBgn0035049	Mmp1	2R	24671294	24688184	-1	protein_coding
FBgn0038130	CG8630	3R	13279721	13284527	1	protein_coding
FBgn0004898	fd96Cb	3R	25095012	25096099	1	protein_coding
FBgn0266744	lncRNA:CR45217	3R	24229898	24231364	-1	ncRNA
FBgn0023130	a6	X	1693615	1695889	-1	protein_coding
FBgn0033183	CG1620	2R	7493806	7496466	-1	protein_coding
FBgn0028916	CG33090	2L	14334158	14345795	1	protein_coding
FBgn0003285	rst	X	2950399	2973834	-1	protein_coding
FBgn0036121	CG6310	3L	11069043	11069864	-1	protein_coding
FBgn0250834	CG33308	2L	14802334	14803293	1	protein_coding
FBgn0053435	5SrRNA:CR33435	2R	19735879	19736013	-1	rRNA
FBgn0264816	koko	3R	18403026	18404726	1	protein_coding
FBgn0036950	CG6996	3L	20207534	20209600	1	protein_coding
FBgn0267153	lncRNA:CR45593	3R	6761513	6763478	-1	ncRNA
FBgn0052056	scramb1	3L	10220483	10225240	-1	protein_coding
FBgn0265881	lncRNA:CR44670	3L	18456399	18456800	-1	ncRNA
FBgn0262210	mir-927	X	15965947	15966038	-1	pre_miRNA
FBgn0082995	snoRNA:Psi28S-1837b	3L	5764113	5764249	-1	snoRNA
FBgn0265539	lncRNA:CR44389	2R	17188796	17189095	-1	ncRNA
FBgn0039925	Kif3C	4	1147466	1169239	1	protein_coding
FBgn0031515	CG9664	2L	3291245	3294706	-1	protein_coding
FBgn0037811	CG12592	3R	10338342	10340872	1	protein_coding
